,model_name,model_dtype,ARC,HellaSwag,TruthfulQA,GSM8K,Winogrande,MMLU,Average
30,dddsaty/SOLAR_Merge_Adapter_DPO_Orca,torch.float16,0.6390784982935154,0.8458474407488548,0.51488245253393,0.5056861258529188,0.8200473559589582,0.6317676329761588,0.6595515843940559
31,dddsaty/Merge_Sakura_Solar,torch.float16,0.7073378839590444,0.8850826528579964,0.7220886501406486,0.6398786959818044,0.8271507498026835,0.6602770937110387,0.740302621075536
32,dddsaty/SOLAR-Instruct-ko-Adapter-Attach,torch.float16,0.7107508532423208,0.8819956184027086,0.7150654372668831,0.6429112964366944,0.835043409629045,0.6609023353680574,0.7411114917242849
33,dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,torch.float16,0.5511945392491467,0.7818163712407887,0.4017204286168437,0.29112964366944655,0.7569060773480663,0.5418987279077233,0.5541109646720025
34,dddsaty/FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,torch.float16,0.7389078498293515,0.8893646683927504,0.7124230121816638,0.6982562547384382,0.8760852407261247,0.6503000409882863,0.7608895111427691
35,ammarali32/MultiVerse_LASER,torch.float16,0.7252559726962458,0.888070105556662,0.7769793072107058,0.6952236542835482,0.8492501973164956,0.6451632697489318,0.7633237511354315
36,ammarali32/multi_verse_model,torch.bfloat16,0.7286689419795221,0.8919537940649273,0.7791764447850321,0.7126611068991661,0.8476716653512234,0.6440045891578228,0.7673560903729489
37,sophosympatheia/Aurora-Nights-70B-v1.0,torch.float16,0.7133105802047781,0.8832901812387971,0.6281358101050266,0.6633813495072024,0.8334648776637726,0.7046634923073958,0.7377077151711621
38,sophosympatheia/Midnight-Rose-70B-v2.0.3,torch.float16,0.7064846416382252,0.8750248954391555,0.6526973854477257,0.2835481425322214,0.8121546961325967,0.6964233137696714,0.6710555124932659
39,gardner/TinyLlama-1.1B-SlimOrca-Function-Calling-3T,torch.bfloat16,0.3609215017064846,0.5965943039235212,0.3674239002696778,0.04473085670962851,0.5911602209944752,0.28207516990909454,0.37381765891881363
40,BuckeyBarnes/TriFusionNexus-7b,torch.float16,0.7278156996587031,0.8916550487950607,0.7813434506957142,0.6846095526914329,0.8492501973164956,0.6444052343720401,0.7631798639215744
41,voidful/phi-1_5_chat,torch.bfloat16,0.4991467576791809,0.610336586337383,0.43943840992859684,0.21455648218347234,0.7071823204419889,0.40503770213053736,0.47928304311685993
42,voidful/phi-1_5_chat_32k,torch.bfloat16,0.5051194539249146,0.5925114519020116,0.42804748959094835,0.18574677786201668,0.6985003946329913,0.3985928382803675,0.46808640103220833
43,voidful/qd-phi-1_5,torch.bfloat16,0.4948805460750853,0.6073491336387173,0.4422544970498814,0.009097801364670205,0.7087608524072613,0.3613680801616795,0.4372851517828826
44,voidful/changpt-bart,torch.float16,0.28668941979522183,0.2640908185620394,0.47940507210266964,0.0,0.494869771112865,0.23116857555371031,0.29270394285441775
45,voidful/phi-1_5_base,torch.bfloat16,0.5025597269624573,0.6120294761999602,0.39710218968722627,0.1652767247915087,0.6937647987371744,0.39340149595269486,0.460689068721837
46,SeaLLMs/SeaLLM-7B-v2.5,torch.bfloat16,0.6348122866894198,0.8153754232224656,0.5377824746433616,0.7437452615617892,0.7632202052091555,0.6492935722922665,0.6907048706030764
47,SeaLLMs/SeaLLM-7B-v2,torch.float16,0.6186006825938567,0.8234415455088627,0.5115197025362302,0.6868840030326004,0.7971586424625099,0.6214635676253958,0.6765113572932426
48,huggyllama/llama-65b,torch.float16,0.6348122866894198,0.8608842859988051,0.4342876070583593,0.37225170583775585,0.8255722178374112,0.6393064176395022,0.6278524201768755
49,huggyllama/llama-7b,torch.float16,0.5093856655290102,0.7781318462457678,0.3432793294414406,0.0803639120545868,0.7142857142857143,0.35693306387951174,0.4637299219060052
50,huggyllama/llama-13b,torch.float16,0.5614334470989761,0.8092013543118901,0.3947888264167134,0.0758150113722517,0.7624309392265194,0.4761058830217011,0.513295910241342
51,huggyllama/llama-30b,torch.float16,0.6143344709897611,0.8473411670981876,0.42273875997635146,0.14859742228961334,0.8003157063930545,0.5844661283793138,0.5696322758543803
52,LordNoah/spin_gpt2_medium_alpaca_e2,torch.float16,0.28071672354948807,0.3988249352718582,0.4151892085266857,0.001516300227445034,0.5367008681925809,0.2699137350874541,0.31714362847591865
53,LordNoah/spin_gpt2_medium_alpaca_e3,torch.float16,0.2781569965870307,0.3881696873132842,0.42196083615751423,0.0,0.510655090765588,0.26923510452353366,0.31136295255782515
54,LordNoah/Alpaca_refine_gpt2_e1_se0,torch.float16,0.27303754266211605,0.4538936466839275,0.37277525939261963,0.0,0.5588003157063931,0.26508238061039696,0.3205981908425755
55,LordNoah/Alpaca_refine_tuned_gpt2_large,torch.float16,0.27559726962457337,0.4509061939852619,0.3790988407554485,0.0075815011372251705,0.5493291239147593,0.26912258016213053,0.32193925159656644
56,LordNoah/latent_gpt2_medium_alpaca_e3,torch.float16,0.28754266211604096,0.3778131846245768,0.4474161539503222,0.0,0.5153906866614049,0.2635459597538874,0.31528477451770537
57,LordNoah/Alpaca-tuned-gpt2,torch.float16,0.26535836177474403,0.4479187412865963,0.3764778441319414,0.008339651250947688,0.5509076558800315,0.27217851092746304,0.3201967942086207
58,LordNoah/latent_gpt2_medium_alpaca_e2,torch.float16,0.2696245733788396,0.3972316271659032,0.41013083928221167,0.0037907505686125853,0.531965272296764,0.2692659630117545,0.31366817095068095
59,LordNoah/Alpaca_spin_tuned_gpt2_large,torch.float16,0.2790102389078498,0.45120493925512845,0.39429285512218326,0.006065200909780136,0.5461720599842147,0.27079965077155743,0.32459082415845225
60,LordNoah/Alpaca_spin_gpt2_e0_se1,torch.float16,0.27986348122866894,0.4583748257319259,0.38883435647490394,0.000758150113722517,0.5516969218626677,0.2644254846173226,0.32399220333820195
61,LordNoah/latent_gpt2_medium_alpaca_e4,torch.float16,0.2909556313993174,0.3980282812188807,0.3523320223290501,0.006065200909780136,0.5240726124704025,0.25523196942065857,0.30444761962468153
62,LordNoah/Alpaca_spin_gpt2_e1_se0,torch.float16,0.27986348122866894,0.45737900816570404,0.3905583201208923,0.0,0.5556432517758485,0.26678178092687,0.3250376403696639
63,LordNoah/Alpaca_refine_gpt2_e0_se1,torch.float16,0.29180887372013653,0.4534953196574388,0.37888278063696673,0.006823351023502654,0.5430149960536701,0.26910921714221014,0.32385575637232084
64,LLM360/K2,torch.bfloat16,0.6399317406143344,0.857100179247162,0.40774594054958613,0.48673237300985595,0.8011049723756906,0.6798525714772529,0.6454112962123136
65,LLM360/AmberChat,torch.float16,0.42918088737201365,0.7400916152160925,0.41182368750935106,0.05534495830174375,0.6661404893449092,0.3875261234874587,0.44835129353859476
66,LLM360/Amber,torch.float16,0.40955631399317405,0.7379008165704043,0.3355637385526089,0.028051554207733132,0.6787687450670876,0.2683568415711797,0.4096996683270313
67,jilp00/Hermes-2-SOLAR-10.7B-Symbolic,torch.bfloat16,0.6168941979522184,0.8257319259111731,0.5484982867197952,0.13949962092494314,0.8074191002367798,0.6506323696104814,0.5981125835592319
68,jilp00/SOLAR-10.7B-tutored,torch.float16,0.6228668941979523,0.8224457279426409,0.5512836940802899,0.0,0.8018942383583267,0.6509191858528723,0.574901623405347
69,jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,torch.float16,0.6399317406143344,0.8272256522605059,0.5696840236591341,0.013646702047005308,0.8121546961325967,0.6585056576187336,0.5868580787220518
70,jilp00/OpenHermes-Symbolic-Mistral-7B,torch.bfloat16,0.5486348122866894,0.7254530969926309,0.4535233817405157,0.019711902956785442,0.6621941594317285,0.6180456026451483,0.5045938260089164
71,jrruethe/balthazar-2x10.7b-v1,torch.bfloat16,0.6245733788395904,0.8418641704839673,0.5686383155775611,0.19711902956785443,0.7924230465666929,0.5898919204964731,0.6024183102553565
72,Rachneet/gpt2-xl-alpaca,torch.float16,0.26791808873720135,0.43845847440748853,0.3939840032611267,0.0,0.569060773480663,0.2630653879687288,0.3220811213092014
73,thomasgauthier/Unmixtraled-22B-v0.1-expert-2,torch.bfloat16,0.27047781569965873,0.26289583748257317,0.4932936506375974,0.0,0.4956590370955012,0.2308507238747805,0.2921961774650185
74,ericpolewski/ASTS-PFAF,torch.float16,0.6126279863481229,0.829416450906194,0.437377568404521,0.23805913570887036,0.7687450670876085,0.5896451588440873,0.5793118945499006
75,ericpolewski/AIRIC-The-Intern,torch.float16,0.5273037542662116,0.7706632144991038,0.526711958949235,0.015163002274450341,0.7087608524072613,0.5191562489140311,0.5112931718850487
76,ericpolewski/AIRIC-The-Mistral,torch.float16,0.5998293515358362,0.8298147779326828,0.48243440199003346,0.30856709628506446,0.7695343330702447,0.6066576235572904,0.5994729307285254
77,ericpolewski/TacoBeLLM,torch.float16,0.5853242320819113,0.8189603664608643,0.4605506661658282,0.01288855193328279,0.7663772691397001,0.569675843797961,0.535629488263258
78,ericpolewski/Palworld-SME-13b,torch.float16,0.5554607508532423,0.808105954989046,0.4666625095183999,0.021986353297952996,0.7482241515390686,0.5364190643654652,0.5228097974271958
79,Yehoon/yehoon_llama2,torch.float16,0.5477815699658704,0.7897829117705636,0.491698763027883,0.07278241091736164,0.7474348855564326,0.5129347661839345,0.5270692179036742
80,Neuronovo/neuronovo-7B-v0.3,torch.bfloat16,0.726962457337884,0.8825931089424417,0.7134545855534601,0.6141015921152388,0.8089976322020521,0.6510006510398956,0.7328516711984955
81,Neuronovo/neuronovo-9B-v0.4,torch.bfloat16,0.7244027303754266,0.8832901812387971,0.7107495691953186,0.6277482941622441,0.8066298342541437,0.6524391336490968,0.7342099571458379
82,Neuronovo/neuronovo-7B-v0.1,torch.bfloat16,0.6697952218430034,0.8507269468233419,0.5395270154062601,0.37680060652009095,0.7813733228097869,0.6332849354842767,0.6419180081477932
83,Neuronovo/neuronovo-7B-v0.2,torch.bfloat16,0.7303754266211604,0.8831905994821748,0.7102141321993041,0.624715693707354,0.8066298342541437,0.6514935987789594,0.7344365475071827
84,Wanfq/FuseLLM-7B,torch.bfloat16,0.5324232081911263,0.7871937860983867,0.38170797049642685,0.14329037149355572,0.7403314917127072,0.47929482825240266,0.5107069427074342
85,Evillain/StarDust_20B_v0.2,torch.bfloat16,0.6100682593856656,0.8375821549492133,0.5142552220243882,0.2403335860500379,0.7726913970007893,0.5928592581701565,0.5946316462633751
86,Ritvik19/zephyr-2b-gemma-sft-qlora,torch.bfloat16,0.49146757679180886,0.7193786098386775,0.3576869654170161,0.1819560272934041,0.6661404893449092,0.41879362349523835,0.47257054869684234
87,Ritvik19/openhermes-phi-1_5-sft-qlora,torch.bfloat16,0.48976109215017066,0.6213901613224457,0.4236479249413576,0.30856709628506446,0.7142857142857143,0.4114830139505241,0.4948558338225461
88,Ritvik19/zephyr-phi-1_5-sft-qlora,torch.bfloat16,0.5196245733788396,0.6221868153754232,0.428683264170281,0.2759666413949962,0.7308602999210734,0.4309172386687894,0.5013731388182339
89,Ritvik19/openhermes-tinyllama-sft-qlora,torch.bfloat16,0.32337883959044367,0.604461262696674,0.3828615319237329,0.0,0.6156274664561957,0.27672978074497406,0.3671764802353367
90,Ritvik19/zephyr-danube-sft-qlora,torch.bfloat16,0.4044368600682594,0.69398526190002,0.37082379833696766,0.02047005307050796,0.6471981057616417,0.26996206938499967,0.4011460247537327
91,Ritvik19/openhermes-danube-sft-qlora,torch.bfloat16,0.37372013651877134,0.6944831706831308,0.3527772367897547,0.0,0.6535122336227308,0.2507771777460374,0.38754499256007074
92,Ritvik19/zephyr-1b-olmo-sft-qlora,torch.bfloat16,0.3626279863481229,0.634833698466441,0.35046688089563044,0.02577710386656558,0.601420678768745,0.2728194344196703,0.3746576304608625
93,Ritvik19/zephyr-danube2-sft-qlora,torch.bfloat16,0.4249146757679181,0.7293367855008962,0.37892918399948383,0.28582259287338896,0.675611681136543,0.4018893565847854,0.48275071264383596
94,Ritvik19/openhermes-2b-gemma-sft-qlora,torch.bfloat16,0.44368600682593856,0.7157936666002789,0.4009184718874126,0.0,0.675611681136543,0.39643375168444517,0.4387405963557696
95,Ritvik19/openhermes-danube2-sft-qlora,torch.bfloat16,0.4325938566552901,0.7312288388767177,0.3892997377517665,0.013646702047005308,0.6787687450670876,0.40186582524918796,0.44123395094117585
96,Ritvik19/openhermes-1b-olmo-sft-qlora,torch.bfloat16,0.3319112627986348,0.6390161322445728,0.3918951912870329,0.0,0.6093133385951065,0.25666652892554376,0.3714670756418151
97,Ritvik19/zephyr-tinyllama-sft-qlora,torch.bfloat16,0.3464163822525597,0.5983867755427206,0.365690517787246,0.017437452615617893,0.611681136543015,0.2585053686399277,0.36635293889684784
98,Changgil/K2S3-Mistral-7b-v1.50,torch.float16,0.6109215017064846,0.8282214698267277,0.4999439345876719,0.5784685367702805,0.7782162588792423,0.6246604044706952,0.6534053510401837
99,Changgil/K2S3-v0.1,torch.bfloat16,0.6032423208191127,0.7964548894642501,0.4781461422167965,0.6171341925701289,0.760852407261247,0.5930431516494554,0.6414788506634985
100,Changgil/K2S3-Mistral-7b-v1.3,torch.float16,0.5810580204778157,0.7893845847440749,0.47207900025053434,0.5489006823351024,0.7703235990528808,0.584400174558735,0.6243576769031906
101,Changgil/K2S3-Mistral-7b-v1.1,torch.float16,0.5947098976109215,0.8075084644493129,0.4554146411005459,0.535253980288097,0.7647987371744278,0.605610543191681,0.6272160439691643
102,Changgil/K2S3-SOLAR-11b-v2.0,torch.float16,0.41638225255972694,0.6167098187612029,0.4771758775816392,0.01288855193328279,0.6345698500394633,0.37350882405039204,0.4218725291542846
103,Changgil/K2S3-Mistral-7bx2-48layers_v1.2,torch.float16,0.5631399317406144,0.7783310097590121,0.4612111840396961,0.4981046247156937,0.7419100236779794,0.5790935529530056,0.6036317211476668
104,Changgil/K2S3-Mistral-7b-v1.46,torch.float16,0.6075085324232082,0.8348934475204143,0.5181608703310118,0.42380591357088704,0.8042620363062352,0.6280894362564947,0.6361200394013752
105,Changgil/K2S3-Llama2-13b-v1.0,torch.float16,0.514505119453925,0.785700059749054,0.4517259992156027,0.045489006823351025,0.7434885556432518,0.5099425624520776,0.5084752172228769
106,Changgil/K2S3-Mistral-7b-v1.47,torch.float16,0.6237201365187713,0.8314080860386377,0.5187573514648484,0.5375284306292646,0.7940015785319653,0.6329156953479977,0.6563885464219141
107,Changgil/K2S3-Mistral-7b-v1.4,torch.float16,0.6015358361774744,0.8233419637522406,0.4860136486891047,0.42835481425322214,0.8034727703235991,0.6210483923779665,0.6272945709289345
108,Changgil/K2S3-Mistral-7b-v1.48,torch.float16,0.6109215017064846,0.8279227245568612,0.4936390185987583,0.5951478392721758,0.7853196527229677,0.6253970688960205,0.656391300958878
109,Changgil/K2S3-SOLAR-11b-v1.0,torch.float16,0.3370307167235495,0.5139414459271061,0.4599370863671749,0.013646702047005308,0.5753749013417522,0.3004850670960485,0.3667359865837727
110,Changgil/K2S3-Mistral-7b-v1.2,torch.float16,0.5750853242320819,0.7960565624377614,0.46697015191602953,0.5504169825625473,0.7537490134175217,0.5804123967921019,0.6204484052263406
111,Changgil/K2S3-Mistral-7b-v1.0,torch.float16,0.6075085324232082,0.8186616211909978,0.5149404596508536,0.530705079605762,0.7632202052091555,0.631274288704778,0.6443850311307925
112,Changgil/K2S3-SOLAR-11b-v4.0,torch.float16,0.636518771331058,0.847540330611432,0.5163245208016025,0.0,0.8255722178374112,0.6513411106158824,0.579549491866231
113,Changgil/k2s3_test_24001,torch.bfloat16,0.5571672354948806,0.8069109739095798,0.4357245447683409,0.2979529946929492,0.7569060773480663,0.5459950980098125,0.5667761540372714
114,Changgil/K2S3-SOLAR-11b-v3.0,torch.float16,0.6228668941979523,0.8493328022306313,0.5289704395875594,0.3366186504927976,0.8287292817679558,0.6548492925271288,0.6368945601340041
115,Changgil/K2S3-Mistral-7b-v1.43,torch.float16,0.6126279863481229,0.8322047400916153,0.5048954876378058,0.5428354814253222,0.7876874506708761,0.6295858236861357,0.6516394949766463
116,Changgil/K2S3-Mistral-7b-v1.42,torch.float16,0.606655290102389,0.8308105954989046,0.5184999792951875,0.4404852160727824,0.8042620363062352,0.6293393527140483,0.6383420783315912
117,fangloveskari/ORCA_LLaMA_70B_QLoRA,torch.float16,0.7226962457337884,0.877414857598088,0.6337134354987094,0.2835481425322214,0.8366219415943172,0.702253558013718,0.6760413634951403
118,fangloveskari/Platypus_QLoRA_LLaMA_70b,torch.float16,0.7209897610921502,0.8746265684126668,0.6117583010948802,0.3078089461713419,0.8287292817679558,0.7102276614327885,0.6756900866619638
119,paulilioaica/Hugo-7B-slerp,torch.float16,0.6450511945392492,0.8477394941246763,0.5712762320713095,0.5344958301743745,0.8003157063930545,0.6253982948504341,0.6707127920255164
120,paulilioaica/Collin-7B-dare,torch.float16,0.658703071672355,0.8207528380800637,0.6520234737027234,0.2100075815011372,0.7790055248618785,0.5185771826597771,0.6065116120796558
121,paulilioaica/MoEstral-2x2B,torch.float16,0.6510238907849829,0.8482374029077873,0.6272400519283731,0.4541319181197877,0.7837411207576953,0.616217999333881,0.6634320639720847
122,CausalLM/72B-preview,torch.bfloat16,0.6518771331058021,0.8323043218482374,0.5257567284522894,0.7210007581501138,0.824782951854775,0.771431435439692,0.7211922214751515
123,CausalLM/14B-DPO-alpha,torch.bfloat16,0.5810580204778157,0.7937661820354511,0.5415464033767141,0.6269901440485216,0.745067087608524,0.6661698976257315,0.6590996225287931
124,CausalLM/72B-preview-llamafied-qwen-llamafy,torch.bfloat16,0.6518771331058021,0.8324039036048596,0.5254959632468497,0.7156937073540561,0.823993685872139,0.7703783277967626,0.7199737868300783
125,CausalLM/7B-DPO-alpha,torch.bfloat16,0.5085324232081911,0.7300338577972515,0.5758241125359985,0.2266868840030326,0.675611681136543,0.6338732832252673,0.558427040317714
126,CausalLM/35b-beta-long,torch.bfloat16,0.6757679180887372,0.8743278231428002,0.5865716438215435,0.7452615617892343,0.8082083662194159,0.7471723769605388,0.7395516150037117
127,CausalLM/35b-beta,torch.bfloat16,0.6450511945392492,0.8387771360286795,0.5860904322577198,0.7035633055344959,0.7932123125493291,0.7416485584133051,0.7180571565537964
128,CausalLM/14B,torch.bfloat16,0.5665529010238908,0.7907787293367855,0.4774778409132138,0.5860500379075056,0.7490134175217048,0.6586320847049082,0.6380841685680015
129,CausalLM/7B,torch.bfloat16,0.5,0.7457677753435571,0.5012670346064317,0.22971948445792267,0.696921862667719,0.617918362565958,0.5485990866069315
130,CausalLM/35b-beta2ep,torch.bfloat16,0.64419795221843,0.837382991435969,0.5977183511445812,0.43290371493555724,0.7845303867403315,0.7949994306733964,0.6819554711913774
131,CausalLM/34b-beta,torch.bfloat16,0.7056313993174061,0.8419637522405895,0.5837785963295662,0.5822592873388931,0.8129439621152328,0.8560240455524629,0.7304335071490251
132,CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,torch.float16,0.5255972696245734,0.6298546106353317,0.5761008495230423,0.354814253222138,0.7513812154696132,0.6745022003810789,0.5853750664759629
133,ab24g21/LaterLlamaV2,torch.float16,0.590443686006826,0.8181637124078869,0.4414865313489548,0.29946929492039426,0.760852407261247,0.5453123374750053,0.5759546615700524
134,ab24g21/llama-2-new,torch.float16,0.5870307167235495,0.8153754232224656,0.44584650680019916,0.2971948445792267,0.760852407261247,0.5459164263133897,0.5753693874833462
135,circulus/Llama-2-7b-orca-v1,torch.float16,0.5631399317406144,0.7913762198765186,0.5019072263271259,0.07808946171341925,0.7521704814522494,0.5271247199466516,0.5356346735094298
136,circulus/Llama-2-13b-orca-v1,torch.bfloat16,0.6220136518771331,0.8232423819956184,0.49599263864524135,0.1288855193328279,0.7679558011049724,0.5766922889025193,0.5691303803097186
137,skfrost19/BioMistralMerged,torch.float16,0.6245733788395904,0.8396733718382793,0.6019223175538904,0.000758150113722517,0.7790055248618785,0.6006404730460962,0.5744288693755762
138,ruslanmv/Medical-Llama3-8B,torch.bfloat16,0.5631399317406144,0.8095000995817566,0.4307352470927909,0.4048521607278241,0.7774269928966061,0.6511500674891991,0.6061340832547985
139,ruslanmv/Medical-Mixtral-7B-v2k,torch.bfloat16,0.5998293515358362,0.8254331806413066,0.5742211871467151,0.33131159969673996,0.7576953433307024,0.604301511741573,0.6154653623488122
140,ruslanmv/ai-medical-model-32bit,torch.float16,0.6143344709897611,0.7868950408285202,0.5199457476101691,0.7005307050796058,0.7576953433307024,0.6809530184639034,0.6767257210504437
141,yentinglin/Taiwan-LLM-8x7B-DPO,torch.bfloat16,0.7098976109215017,0.8721370244971122,0.5487410602925812,0.711144806671721,0.819258089976322,0.7242689991684514,0.7309079319212817
142,ycros/BagelMIsteryTour-v2-8x7B,torch.bfloat16,0.726962457337884,0.8736307508464449,0.7453605701784624,0.6133434420015162,0.8263614838200474,0.7115634954558658,0.7495370332733701
143,ycros/BagelMIsteryTour-8x7B,torch.bfloat16,0.7244027303754266,0.8750248954391555,0.7494844581449875,0.5981804397270659,0.8200473559589582,0.712497323392001,0.7466062005062657
145,NLPinas/yi-bagel-2x34b,torch.float16,0.726962457337884,0.8544114718183629,0.7142422056307771,0.6072782410917361,0.8271507498026835,0.7659635744555094,0.7493347833561588
146,NLPinas/yi-bagel-2x34b-moe,torch.float16,0.726962457337884,0.8544114718183629,0.7142422056307771,0.6072782410917361,0.8271507498026835,0.7659635744555094,0.7493347833561588
147,princeton-nlp/Sheared-Pythia-160m,torch.float16,0.22440273037542663,0.32065325632344155,0.4322455282459343,0.0037907505686125853,0.5169692186266772,0.26651402123995854,0.2940959175633418
148,princeton-nlp/Sheared-LLaMA-1.3B,torch.float16,0.32849829351535836,0.6091416052579167,0.3714304497051817,0.004548900682335102,0.5864246250986582,0.25705062221578234,0.3595157494125387
149,princeton-nlp/Sheared-LLaMA-2.7B-ShareGPT,torch.float16,0.4104095563139932,0.7126070503883688,0.4771392382771529,0.0,0.6416732438831886,0.28503022874808476,0.42114321960179807
150,princeton-nlp/Sheared-LLaMA-1.3B-ShareGPT,torch.float16,0.3395904436860068,0.6254730133439554,0.43034383734131576,0.000758150113722517,0.5682715074980268,0.2641693881699103,0.37143439002548967
151,princeton-nlp/Sheared-LLaMA-2.7B,torch.float16,0.41723549488054607,0.7101175064728141,0.37319738604899816,0.01061410159211524,0.67008681925809,0.26922071735956554,0.4084120042686881
152,PhelixZhen/Algae-550M-base,torch.bfloat16,0.22525597269624573,0.2832105158334993,0.45541708206494547,0.0075815011372251705,0.5082872928176796,0.2583462947179029,0.2896831098779164
153,922CA/Llama-3-monika-ddlc-11.5b-v1,torch.float16,0.6006825938566553,0.7876916948814977,0.47619972584446,0.6580742987111448,0.7576953433307024,0.6636406594317886,0.6573307193427081
154,922CA/Silicon-Monika-7b,torch.float16,0.6313993174061433,0.8264289982075284,0.5214295545813499,0.6050037907505686,0.7821625887924231,0.626683350245643,0.6655179333306095
155,922CA/Silicon-Natsuki-7b,torch.float16,0.6518771331058021,0.8397729535949015,0.5785273806568466,0.576194086429113,0.7868981846882399,0.6288467418213046,0.6770194133827013
